Geo_Name,Geo_QName,Geo_SUMLEV,Geo_FIPS,Geo_State,Geo_tractcd,Geo_NHGISST,Geo_NHGISCTY,Geo_GISJOIN,Geo_GISJoin2,Geo_DECADE,Geo_state60,Geo_county60,Geo_Supp_trc_pcs_count,Geo_SuppFP_1,Geo_SuppFP_2,Geo_SuppFP_3,Geo_SuppFP_4,Geo_SuppFP_5,Geo_Supp1,Geo_Supp2,Geo_Supp3,Geo_Supp4,Geo_Supp5,SE_T001_001,SE_T009_001,SE_T009_002,SE_T009_003,SE_T014_001,SE_T014_002,SE_T014_003,SE_T033_001,SE_T033_002,SE_T033_003,SE_T033_004,SE_T033_005,SE_T033_006,SE_T033_007,SE_T033_008,SE_T033_009,SE_T044_001,SE_T044_002,SE_T044_003,SE_T044_004,SE_T044_005,SE_T044_006,SE_T044_007,SE_T044_008,SE_T044_009,SE_T044_010,SE_T044_011,SE_T044_012,SE_T046_001,SE_T046_002,SE_T046_003,SE_T046_004,SE_T046_005,SE_T046_006,SE_T046_007,SE_T046_008,SE_T046_009,SE_T046_010,SE_T046_011,SE_T046_012,SE_T089_001,SE_T089_002,SE_T089_003,SE_T089_004,SE_T089_005,SE_T089_006,SE_T089_007,SE_T089_008,SE_T089_009,SE_T089_010,SE_T089_011,SE_T089_012,SE_T089_013,SE_T089_014,SE_T091_001,SE_T091_002,SE_T091_003,SE_T091_004,SE_T091_005,SE_T091_006,SE_T091_007,SE_T091_008,SE_T091_009,SE_T091_010,SE_T091_011,SE_T091_012,SE_T104_001,SE_T104_002,SE_T104_003,SE_T104_004,SE_T104_005,SE_T104_006,SE_T104_007,SE_T104_008,SE_T104_009,SE_T104_010,SE_T104_011,SE_T104_012,SE_T104_013,SE_T104_014,SE_T104_015,SE_T111_001,SE_T111_002,SE_T111_003,SE_T113_001,SE_T113_002,SE_T113_003,SE_T115_001,SE_T115_002,SE_T115_003,SE_T115_004,SE_T115_005,SE_T115_006,SE_T115_007
"Census Tract 00290000","Census Tract 00290000, New York County, New York","140","36061000290000","36","0000029000","360","0610","G36006100029","36006100029","1960","21","031",1,0,0,0,0,0,0,0,0,0,0,7091,3988,2741,1247,7091,2390,4677,624,619,274,408,305,248,939,1079,987,5015,1155,2540,774,605,1161,1131,679,452,189,97,92,3167,1043,1311,593,264,454,688,400,288,125,62,63,2776,594,474,504,293,279,229,100,81,75,37,82,21,7,1806,329,347,369,239,158,137,50,43,52,8,74,4918,30,48,11,8,19,8,8,16,12,0,1096,4,4,3654,1978,58,1920,1336,25,1311,1978,58,33,25,1920,609,1311
